Ch1,Ch2,Ch3,Ch4
0.0,0.0,0.0,0.0
-0.02758817561703227,-0.0034163596014009008,0.019681295930214008,0.00044867342989026945
-0.2282957987626392,-0.13991264417754062,0.0576649086564432,-0.0005469246038731831
-0.10074691743949317,-0.10941076832329118,0.029793762522172147,-0.00028315085392341546
-0.024977439296366692,-0.1281763325277959,0.050246604150271504,0.0013723814826782058
0.013054490611145962,-0.08295882043320961,0.11284233574303605,0.003389238949463793
0.08544470975330765,0.008496101950771119,0.07797428203970538,0.002288967404741542
0.02867737726669988,-0.1469289365768907,0.13189692467817232,0.0025806559970653767
0.14036740398328254,0.0172025973166746,0.03798107539160046,0.0008792180035405516
0.08027411316948212,-0.030336149503622782,0.0446888854050609,0.0010698931479813537
-0.08916170524652402,-0.00984569978949486,0.05162475084231837,0.0010528322428788512
0.02251261244860301,-0.01865977523293365,0.014427213805358757,0.0008048373508176128
-0.24670485303287704,0.03515533628736164,0.016397954025582057,-0.0007884904086313679
-0.21721409402490668,0.01740347356269996,0.04771186727174862,-0.0002588666005717758
-0.22146694275876386,0.049891451623792445,0.03912185573405026,-0.0009282915916114803
-0.18200052204298606,-0.11399407529050808,0.09425330249879267,-0.0049332912920851115
0.6182299213295941,0.03999901238372415,-0.17271904104645389,-0.019894326654889726
0.08041826625413159,-0.026295622873534985,-0.002978312133137759,-0.007881732340748787
-0.26253864017558765,0.09673433818382036,0.04178963483320261,0.001192461916773534
-0.2145815417634032,0.003514863546083233,0.09001594523029013,0.0005375536219921283
-0.12511159306676786,0.04737494778714313,0.04070043645264618,0.00024522648903979556
-0.046586467519142465,-0.09547013268270818,0.07537590385309934,0.000799070503999908
-0.034850614492526355,-0.03427257494464184,0.03438529006260322,0.0006692386337011
-0.06399375589409632,-0.1026356548277463,0.05747696074621039,-0.00025187497270663195
-0.21142876535670033,-0.056726351101957395,0.05803524934339928,0.0013112979514777728
-0.3136831252897352,-0.1686665546356643,0.12017840895140842,0.0017283295756158866
-0.203356583465757,0.08362892669197686,0.011660153960247178,-0.00024823106927171284
-0.09208798554333383,0.10020708500500478,-0.02529326794244006,-0.000485314143584705
-0.28333492642509495,0.060717455527033136,0.0025852474754053966,-0.0015161701708338753
-0.12455246068902458,-0.09435449201092877,0.056366287678335236,0.0018832743645359406
-0.34827414272555945,-0.07741169019959837,0.0705879521468106,-0.00033698700911482106
-0.100125576740274,0.02093370529960233,-0.027372185120682537,-0.0004977551981240844
-0.25540670482050487,0.048350663204630454,-0.019667733829279214,-0.0005739839675060264
-0.31691431266800996,-0.007208218811723192,0.06330646610377075,0.0012902822107917727
-0.17339096199427081,0.008947730396301121,0.01982242315815801,-0.00027217274205655536
-0.04448206448484376,-0.014081020679938657,0.021359085887633175,0.0012519403598133696
-0.1885140919361128,-0.010440828996341866,0.03050093704454281,-0.0010427208636525171
-0.11486402692108047,0.1020572288414376,-0.018920211581177043,0.0007917264390799588
-0.13888077527449955,0.06614486134467673,0.008758648030374613,0.0010141141965563684
-0.2238402643330705,0.09637831893259083,0.02818232974606806,0.0018463055356838084
-0.15879761371491605,-0.10488726437465658,0.07462679984171045,0.00080609764510411
-0.2356478677676906,-0.09706210529070114,0.06916436583761973,0.0016721415919353343
-0.30523440465054313,0.016795835042493833,0.024097452369568555,0.0002692021415819563
-0.30296329707513003,0.046035478208538344,0.02594429024810187,-0.000114412323572267
-0.3087243993368409,0.07350768997200607,0.011779694472903456,-0.0010119082114515478
-0.27008136983480757,-0.02672300270441906,0.0799026234986053,0.0022411695243745276
-0.12002495846076901,-0.07439284178038562,0.07667260507393223,9.500470498487729e-05
-0.255177011309174,0.09073689712636188,0.027108691235076463,0.0017412481855961638
-0.5426609464418343,0.03758290934852211,0.029311862682295492,-0.0008354783341203041
-0.47935625595751435,0.06464789646924755,0.06406621707145096,0.0012588864837652794
-0.36145902944461783,0.04112028250973175,0.044068296076479795,0.0003422045430629896
-0.14202363878251167,0.2337754823502264,-0.03721964891217139,0.00011740868121500747
0.04279839593713397,-0.053407076470898006,0.04251948884060925,0.0021455542087969
-0.1596334396338427,0.1290138301208146,0.004671411783049585,0.0007073419900559397
-0.08672201357281398,0.005351923585413291,0.06611484391287521,0.0026968321100148997
-0.006296147579618036,0.12157828646921373,-0.012386237869735,0.0014455561044619846
0.021941364531159222,-0.009605317175369228,0.05568534932640384,0.0017303708485348953
-0.05070708840402897,0.04116402218412113,0.0010320484569802425,0.0006002896003117845
-0.24877686581724814,0.036492407188140896,0.05245676101590791,0.0007163998677069165
-0.3584259861066746,0.050822640675869134,0.048895006070291555,-0.000839449701233271
-0.1018174879132734,-0.005380890640841344,0.07592519099238407,0.0006824486101312931
0.07939427987253966,-0.04634453179230795,0.05873003554142319,0.0018623733143209367
0.1437933606272407,0.043917720576597104,0.0511650442392979,0.002238340285705514
0.22483116364476285,0.054052054137105614,-0.011346009310538403,0.001395072297263377
-0.002814975598612601,-0.15573527398929704,0.12027943260705712,0.0018925924836548148
0.008496373332092669,0.03305055767974098,0.042079559855564545,0.002202719148721198
0.02237538157342644,0.09266970365705743,0.022442156500578223,0.00155046365970209
-0.07087167566653466,-0.1323400481861049,0.09783925714041916,0.0007920565299817757
-0.14498330489926511,-0.02657905173740337,0.07884002302714965,0.0010262408996199641
-0.12951194390906812,0.04588352730628142,0.04019494898753542,0.0007602361197329721
-0.07974720053313714,0.12043993448517416,0.0447623700129938,0.0033170503434573105
0.0546925823395096,0.05660829240605204,0.04071745706502838,0.002368919167745179
-0.04181961597569167,0.10048756843249572,0.025051437499304,0.0012985826778194984
0.05694173132841515,0.14584995643022572,0.023590856918614882,0.0024507421245801844
-0.08764028674112885,0.06402748659113629,0.07299996150466707,0.0027436783119529373
-0.0018332633026311822,0.01601752269475963,0.04854606202797685,0.002034379225603293
0.018556432549928448,0.05784561026861762,0.06839420928442483,0.0021000971189475926
-0.12899069656597564,0.06387464563267593,0.06790749065688653,0.003024273989387221
-0.14910917949530939,0.06366157223895882,0.0652050762707099,0.0012219846391217895
-0.2253295313568289,0.033100354456334524,0.08855732635236391,0.000957773166286213
-0.20473717487679377,0.1497544101103155,0.04360835699629379,0.002020899601063751
-0.06874028747143535,0.052928927327877816,0.07885034235442105,0.0017437217984493125
-0.00794668677883971,0.12815411094604545,0.03312287575211336,0.0015048341461643296
0.16840583164141373,0.2571008853210054,-0.043272730933355416,0.0009614143107574548
-0.11299582560337426,0.16863840212694806,0.07121545636074726,0.0029057105300765635
-0.1661127337272488,0.19723900893474017,0.01481497972144224,0.002086721279128482
-0.20216050631118024,0.19876596345068495,0.05330178053444391,0.0024200051073534983
-0.15856717380663266,0.07742335538470001,0.07798739568695547,0.0014492035529099247
-0.10984918835581554,0.13338398509421714,0.08748179015550392,0.002481606023917206
-0.07897793992422397,0.13263130322330716,0.05621609579748666,0.0020114125257413456
-0.16940924561141568,0.06849688983570264,0.10009251616842826,0.00269295050500388
-0.2665135255619443,0.26415012314987163,0.036796374502730406,0.0019140252350797987
-0.3246873856066754,0.020061902157940032,0.12357650531599845,0.0010249221547676266
-0.2781451721802984,0.1851102148670443,0.08291165852367918,0.002167572126268537
-0.168876346499957,0.10882969988154387,0.10723856843481522,0.004117539679638146
-0.06081210024371156,0.2330490782839932,0.02116245311132477,0.0015321733310525972
-0.2770875944239774,0.1389066771280533,0.10752891021366594,0.0034967842601292265
-0.4309943014314616,0.1375251419146727,0.0955772018252339,0.0006759991129917412
-0.5035057685985693,0.28317131788546096,0.05876876851363054,0.0016272429597543605
-0.03370380225433519,0.18443138105127005,0.07822720018188435,0.003574826259269681
0.11301649170333218,0.2935139045127128,0.0049615966167041135,0.0016635100167687804
0.0965518481796307,0.08747470256642621,0.0845692621536234,0.002297781436131896
0.13389752158895388,0.2358300734630089,0.0327152905004126,0.002520353068772448
0.15137492112937034,0.21069148970359783,0.03163164367885498,0.0026280239899037485
-0.0836569148543474,0.12970583025038,0.11036173680495448,0.0032204182673445073
-0.28711244334314595,0.2914972293824332,0.0590006326063368,0.0022147492623662123
-0.1376561781002569,0.23192296233731316,0.07608456047465717,0.002285674969787925
-0.32898824364775126,0.31537118445806583,0.01757002658160249,0.0011438345349266985
-0.3433723668890155,0.16439701178189148,0.11410574793337282,0.0030277338907617997
-0.09005105390387505,0.16410681973264646,0.07529113314626601,0.0028140435932878355
-0.10193541889518187,0.11666584991062964,0.09086409128173674,0.0024020617287525466
-0.09135040235132291,0.2745772200252692,-0.010096040424960694,0.0003940365006912774
-0.23608873892064183,0.12208644380351286,0.11556547937014014,0.0016003346263630187
-0.13636976301386586,0.18936929841847616,0.07536714421047723,0.003461797901472364
-0.2975107712042655,0.13680434867439695,0.11091147488832138,0.0023001769790196172
-0.3744599217252952,0.2783949446121992,0.05784297428669538,0.0011270830687448163
-0.30016599981048003,0.32933375254136177,0.046487716626623765,0.0021448907968284105
-0.18491136050560028,0.1614302269308995,0.08295852224228512,0.000873463807300844
-0.16052121160933874,0.13757584965839217,0.13587878785381988,0.0030993790688409986
-0.14394047097748516,0.2065450158583275,0.1054889178374256,0.003150106246783616
-0.3812150190174615,0.16893839509690206,0.09635593056516994,0.001544944013579498
-0.4383458863292421,0.2816108510519633,0.06426386314298936,0.001802418231527928
-0.2360946880048956,0.36053820157485694,-0.005925875530787197,0.0009870099662951794
-0.041866133832011466,0.293064898901411,0.043043439106892296,0.0032742837081887258
-0.08128634671384134,0.36040447942027803,0.04163978071782491,0.0032399577617228054
-0.11360487040214506,0.28689455799592806,0.06989148541270934,0.002616689048842446
-0.14126491246823425,0.29158162319936237,0.06384931447017474,0.003169758872146785
-0.21979354220386027,0.23401759851982248,0.06889464435229849,0.0031516281323918575
-0.7517917166011736,-0.4777822791934488,0.5329152795007897,0.006271475555463798
-0.042452735480782836,0.2588187192535496,0.023159252266601545,2.120980302495261e-05
-0.1953122369058118,0.21006670425944018,0.11847102123452714,0.003976767678458869
-0.03157759920252125,0.364757472913792,0.025206847213309746,0.0031040830162932585
0.03987710641672549,0.21063175411299162,0.06423447704084817,0.002488162732213218
-0.022738404011868475,0.3118020840206582,0.0521966709889334,0.0024979441429160624
-0.10078791134597094,0.24779022016407143,0.07872455182919515,0.002425235705496371
-0.21054823538035328,0.28516981331062646,0.04905481906655946,0.0016787797879017233
-0.300719871472736,0.2689276153872915,0.07476553429467521,0.0024965958599998984
-0.3736830989721556,0.2182999468776663,0.10624363705215266,0.0036083652883560653
-0.27899957957112403,0.4029339191873912,0.006623703238131358,0.0005655926268219862
-0.20162394193922265,0.29590101849455996,0.06471527907814913,0.0018728087442363413
-0.18707082068023786,0.20253895892578097,0.11016802156967918,0.0034275155813483305
-0.07872804555862757,0.32907364202262834,0.05687649953520824,0.003890443805195301
-0.12884687060960057,0.17234131341349815,0.12889955620738525,0.002540180983054982
-0.2938331268771903,0.31781070204963763,0.06788094840599754,0.0033063082585925835
-0.178054299420457,0.21383296671943403,0.14026052938699,0.004599717486227411
0.2049534324513421,0.2772771073142173,0.04442639552805411,0.003921187776505266
0.32667444201484674,0.34771904061373266,0.015486088253557634,0.0034710228631126684
0.3146765220048048,0.19180693716585623,0.07702411867794591,0.004220557240287037
-0.10932224040579142,0.23414830237609974,0.09696433028502466,0.002828872710474133
-0.10904169475589745,0.2713719971812105,0.07281583269302024,0.001630119072240646
-0.05364719231691023,0.38649641916581273,0.06301317029636475,0.003416246967017538
-0.1395732976306712,0.20746488744971844,0.12379921038010501,0.003775070442901888
0.02783053034564303,0.2852864622527032,0.06581654291446123,0.0028131614582576126
0.10722500125824974,0.33464318264039794,0.013154609495470211,0.002592385250229241
0.03863733496996617,0.13825748554243605,0.09524850975843967,0.002381960397484167
-0.04769093743075609,0.19900966911954407,0.07791352951230666,0.0027772324654076284
-0.27485608101663767,0.20817315565065073,0.07848655249220934,0.0022437573861635563
-0.2041743457594912,0.18491433127699247,0.11518818260186289,0.0023562880011916577
-0.3512542262681774,0.18878993869479466,0.10236828841898071,0.0023744261992673333
-0.30805551936698294,0.3323835843845738,0.02982931132029439,0.001652052619070476
-0.4477179652642828,0.30357368748847763,0.03493558133280367,0.0011929975983388968
-0.28328495051676,0.33536204509947937,0.027495470439490192,0.0006945585755223207
-0.133482560546515,0.26758798368581543,0.05602412187261888,0.0021755135124020197
-0.32762167670837783,0.3449696591136696,0.012074367576191706,0.0018646844218095794
-0.24937004712421623,0.18129313767327887,0.07655586714231065,0.0020195079195322618
-0.3851218748872515,0.2080376691001859,0.08216272419609182,0.0018567750863930385
0.005788337775326566,0.27139732035715597,0.04170783930050714,0.0026448169107632204
0.07059101911642232,0.25666332091230104,0.08062398903076648,0.004576171045685171
0.07924394379032433,0.19427910440489352,0.07531460504408832,0.002563151112750905
-0.06763598976565523,0.210077190476193,0.05356761588029892,0.002994492612304005
-0.023824031582648435,0.1851601390419967,0.0652305475670429,0.0029873054951395145
-0.012037099016539928,0.33612034706995947,0.005686881418385175,0.0013731210879353306
0.03623867501952683,0.041274676224067205,0.12896030446133605,0.0032274833830063746
-0.027543735317179706,0.17892683585480335,0.08015234269938246,0.003687877083684775
0.10659249358758673,0.18160185573682186,0.04958869074680635,0.0021371374255568453
-0.16482344598596596,0.2721798951985711,0.037223205770949924,0.0016931774288998192
-0.059171866039077016,0.20840842754758393,0.05043765699049291,0.001771987415189868
-0.07517070012683554,0.09471453676608375,0.08911008556222817,0.002148995447695176
-0.1596275641335971,0.30739786764712074,0.05474573147137523,0.002698678870640715
0.007281537691947713,0.12016811718125102,0.09607381128138998,0.002766576539409568
-0.13605726094386975,0.27516630899611944,0.07761838161316921,0.0037146811357400837
-0.08871924586491825,0.1746484149231111,0.06303509912651296,0.0013667789940379417
0.01134047448147194,0.250071438178936,0.0648571951074155,0.002956837718992068
-0.2751913942376467,0.2852694581319541,0.02204489550575665,0.0016557491972339611
-0.33733500181059317,0.2657492980518133,0.07456316854492133,0.0017613695907565427
-0.04626289679382101,0.18509628338134285,0.06250082601979871,0.002367603533963523
0.000651960576587277,0.1461571807251129,0.11057072075787716,0.004081502333316549
0.036234189279472036,0.22007354894736167,0.07967689257180641,0.0034414751188001757
-0.14618739671931802,0.18497347235471742,0.09382992525794406,0.0035019252911142333
0.022200814084092513,0.33336515773080816,0.06194770748407253,0.0036136307346879915
0.0857990947691484,0.1646711005880019,0.0774734936711979,0.002794262068035915
-0.030058460714774547,0.159191722091437,0.11919517764493845,0.0035200990688871656
-0.00730776647930299,0.22109798853622925,0.10443110395639332,0.005809298533837833
-0.004389783734884781,0.2538644842772957,0.07039662884321266,0.0022744043740417805
-0.09156748226946253,0.27247654129826,0.05952175313112231,0.002082495360686892
-0.13872604554270812,0.15315185310608223,0.12391010727492507,0.0021602313451832833
-0.1630799038168047,0.2642587928937944,0.048918313379227925,0.0006128200741345459
-0.36348871642427566,0.2177532848444503,0.09793201134438843,0.0024829365725772923
-0.22240961067036877,-0.026042853497582463,0.22610195251616555,0.004603011347704922
-0.17136310533143836,0.2589565424574549,0.10930589851728541,0.002794027031720389
-0.3453221517228973,0.3037046783535418,0.08234195593527716,0.00262954616506732
-0.23803164268020782,0.3420895163876126,0.0642121140052809,0.0024349822336483607
-0.3036500977457079,0.4184503708824106,0.07581289973732906,0.0034961387700122954
0.009094043600742239,0.299760438573735,0.05733922188178437,0.0021695580860904436
0.02358872864675746,0.19699794158749412,0.10764747667920266,0.00448859885545863
-0.06711249212445151,0.4960613835447897,-0.03580632659120584,0.0018637362308128974
-0.4350601242148643,0.2156260560689397,0.13033303665343443,0.0028250839244042735
-0.2712735397985082,0.2648407536164568,0.11080586120444882,0.0028817245368764678
-0.06140655244724518,0.32769212720539864,0.02191311808030224,0.0017770846535538189
-0.5376532769903548,0.4549702566688546,0.023125463206682396,0.001693832744676285
-0.4387620278485755,0.13621342731994643,0.13071045153115085,0.0016325542799128464
-0.46401983788506845,0.30835687999738803,0.11990738090869468,0.00248766153511052
-0.4280729250125818,0.45541189121903514,0.0436227843855378,0.0017664914579209735
-0.5776416059321963,0.1876661160339822,0.1330551839782329,0.0025572041526345348
-0.41899022234475974,0.2147738398726443,0.12026637094076696,0.0036007047014614793
-0.4361731210121247,0.4293917828902912,0.02122261170220721,0.0016168864055762155
-0.39135921991456046,0.262509474453799,0.08363637280408964,0.0032605270370392463
-0.366083555046456,0.1662512016784468,0.12859996949540206,0.004592321184198981
